song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,audio_valence
56,259440,0.0636,0.558,0.829,0.0907,6,0.0845,-5.582,0.0343,116.001,0.339
62,192306,0.00807,0.59,0.647,4.30E-05,6,0.0921,-5.06,0.033,127.979,0.39
2,169758,0.186,0.797,0.871,0.0263,8,0.0775,-2.275,0.0353,127.013,0.653
48,236333,0.0312,0.628,0.869,0.00768,6,0.137,-6.578,0.051,131.042,0.446
7,230720,0.0129,0.791,0.679,0.0921,6,0.364,-6.879,0.0511,121.993,0.73
47,233434,0.00394,0.758,0.838,0.867,2,0.0619,-7.04,0.0406,124.012,0.149
49,175748,0.00144,0.792,0.831,0.495,11,0.128,-4.585,0.0446,126.991,0.0603
53,315470,0.0167,0.695,0.871,0,6,0.113,-5.245,0.0318,127.963,0.486
59,224769,0.00403,0.639,0.973,0.00336,10,0.336,-4.644,0.107,130.046,0.168
4,184761,0.474,0.871,0.893,0.852,5,0.0891,-3.774,0.0403,126.016,0.657
9,271653,0.00146,0.572,0.819,0.0108,2,0.141,-2.711,0.0333,91.945,0.339
46,252024,0.0113,0.527,0.914,0.908,7,0.0933,-3.423,0.0475,127.957,0.522
49,223500,0.0102,0.625,0.819,0.000135,1,0.268,-5.673,0.11,130.014,0.227
58,233600,0.203,0.557,0.703,0.000156,8,0.0927,-2.062,0.0277,150.037,0.228
61,173077,0.0118,0.814,0.951,0,11,0.628,-1.981,0.0715,104.003,0.264
3,216666,0.105,0.634,0.673,0,11,0.702,-4.183,0.0654,129.998,0.327
66,157207,0.253,0.759,0.947,0.255,11,0.0498,-5.261,0.0655,123.964,0.726
38,240773,0.00165,0.658,0.938,0.0379,11,0.851,-4.305,0.0589,124.956,0.645
70,157451,0.0268,0.624,0.923,0.000228,9,0.0509,-5.449,0.0335,124.994,0.402
45,274285,0.0219,0.7,0.826,0.0352,11,0.0818,-7.255,0.0583,125.996,0.255
2,417188,0.000288,0.588,0.623,0.451,11,0.184,-8.027,0.0304,135.993,0.169
37,265773,0.776,0.487,0.389,0.000674,7,0.0929,-9.462,0.0437,131.594,0.49
42,306760,0.84,0.408,0.554,0.000266,9,0.171,-6.707,0.0268,171.512,0.49
43,240160,0.835,0.472,0.317,0,7,0.131,-14.995,0.0388,87.5,0.715
38,297080,0.961,0.451,0.232,0.00388,11,0.133,-14.34,0.0365,76.038,0.309
30,316626,0.418,0.51,0.565,0,11,0.107,-8.542,0.0484,133.179,0.515
37,229040,0.645,0.563,0.562,0,7,0.108,-9.502,0.214,101.463,0.623
31,239013,0.356,0.607,0.575,6.57E-06,7,0.0608,-9.777,0.099,78.35,0.769
36,369146,0.901,0.205,0.657,0,1,0.137,-4.392,0.0331,157.922,0.177
29,225880,0.726,0.638,0.468,0.0013,8,0.0993,-10.365,0.0603,90.388,0.62
37,213706,0.986,0.678,0.363,0.397,7,0.115,-13.988,0.0807,62.601,0.627
30,237217,0.755,0.435,0.4,0,9,0.0647,-9.434,0.0326,79.709,0.555
31,335333,0.629,0.347,0.528,8.98E-06,4,0.0761,-10.073,0.0393,122.678,0.385
34,310800,0.693,0.665,0.604,6.43E-05,4,0.347,-10.364,0.13,135.591,0.708
36,279693,0.703,0.261,0.626,8.18E-05,4,0.336,-5.585,0.0355,168.348,0.358
19,307644,0.798,0.542,0.37,0,2,0.441,-9.97,0.0875,149.698,0.556
35,369120,0.859,0.354,0.391,0.00106,2,0.154,-8.199,0.0341,150.746,0.395
32,285000,0.792,0.567,0.406,8.01E-05,6,0.11,-10.724,0.0534,147.483,0.676
19,196545,0.878,0.46,0.59,0,3,0.23,-12.732,0.0346,154.924,0.962
30,206093,0.5,0.376,0.495,0.00846,2,0.0774,-8.232,0.0414,78.111,0.295
20,248986,0.303,0.563,0.678,1.84E-06,9,0.445,-7.358,0.0711,166.019,0.455
28,248493,0.888,0.467,0.36,0.00125,9,0.302,-12.648,0.0513,165.757,0.818
25,258240,0.595,0.61,0.394,0.000302,7,0.27,-15.453,0.0691,106.797,0.842
28,216293,0.929,0.619,0.389,1.66E-05,7,0.116,-8.266,0.0272,88.859,0.394
25,310520,0.94,0.372,0.317,6.96E-05,5,0.122,-13.372,0.0373,113.23,0.381
23,216506,0.689,0.538,0.408,3.48E-06,2,0.0835,-10.788,0.0554,99.924,0.6
25,288533,0.929,0.56,0.338,0.00019,9,0.14,-17.283,0.0878,105.844,0.504
27,182413,0.903,0.499,0.364,0,9,0.149,-10.951,0.0868,79.543,0.7
19,224586,0.823,0.387,0.334,0.00417,5,0.246,-12.263,0.0323,103.915,0.673
33,288146,0.789,0.288,0.477,1.04E-06,2,0.389,-6.269,0.0312,167.262,0.534
25,355800,0.978,0.427,0.177,0.00819,11,0.179,-10.76,0.0453,106.101,0.147
34,188506,0.744,0.455,0.336,0,10,0.327,-16.548,0.0355,152.869,0.646
28,348666,0.505,0.338,0.332,0,6,0.167,-15.017,0.0412,98.524,0.674
29,212106,0.726,0.297,0.24,0.259,5,0.322,-12.995,0.0349,77.596,0.326
24,380186,0.79,0.304,0.367,4.34E-06,6,0.115,-9.224,0.0436,174.803,0.23
27,414066,0.401,0.529,0.622,0.000376,7,0.363,-8.199,0.0536,154.916,0.725
36,342893,0.826,0.591,0.522,5.09E-06,4,0.248,-10.939,0.063,76.084,0.871
28,275746,0.794,0.655,0.452,0,6,0.174,-11.55,0.0784,135.204,0.72
22,272440,0.142,0.606,0.852,0.00966,8,0.101,-6.606,0.0363,96.083,0.673
22,276906,0.59,0.54,0.36,0.000702,11,0.149,-12.557,0.0374,136.298,0.226
26,333760,0.451,0.479,0.381,0.0412,2,0.131,-10.919,0.0306,82.617,0.137
26,235680,0.533,0.595,0.508,0,7,0.728,-8.109,0.0397,113.623,0.66
20,480920,0.897,0.295,0.37,0.0164,10,0.117,-11.523,0.0345,138.124,0.218
29,245000,0.818,0.566,0.593,0,8,0.129,-9.736,0.0725,87.703,0.729
20,315400,0.697,0.725,0.737,0.00306,8,0.16,-8.963,0.0475,110.166,0.946
30,351893,0.489,0.525,0.601,1.61E-06,10,0.0438,-9.873,0.0717,120.68,0.801
20,319840,0.0633,0.643,0.866,6.78E-05,10,0.0436,-4.673,0.0341,181.461,0.961
12,319573,0.675,0.628,0.674,0,8,0.193,-8.598,0.0523,162.155,0.549
25,536040,0.181,0.529,0.944,0.0109,7,0.839,-5.89,0.116,115.433,0.278
24,400280,0.905,0.232,0.408,3.12E-05,4,0.108,-6.938,0.0342,175.357,0.142
12,199888,0.354,0.458,0.826,0,7,0.257,-5.035,0.332,102.812,0.596
26,266226,0.557,0.555,0.552,2.98E-06,9,0.17,-9.411,0.0425,149.737,0.499
11,272506,0.275,0.548,0.493,0,10,0.0634,-12.743,0.176,52.181,0.634
37,290920,0.369,0.623,0.428,1.37E-05,2,0.0529,-13.345,0.0946,125.066,0.594
23,254106,0.989,0.389,0.25,0.126,7,0.248,-13.596,0.0466,181.563,0.523
4,371240,0.586,0.255,0.396,0.0603,4,0.127,-18.772,0.0398,179.11,0.331
34,266920,0.619,0.654,0.386,0,7,0.196,-12.024,0.0389,83.801,0.889
24,354493,0.791,0.371,0.569,0,7,0.117,-4.641,0.0345,135.821,0.185
23,311327,0.914,0.369,0.46,0.000589,7,0.2,-9.261,0.0344,78.118,0.619
20,219626,0.749,0.45,0.384,0.00179,9,0.137,-9.25,0.0333,82.836,0.305
13,200413,0.968,0.219,0.496,0.554,3,0.189,-9.088,0.0433,181.491,0.583
27,304040,0.447,0.317,0.587,0,11,0.178,-7.864,0.0412,184.959,0.463
29,267666,0.634,0.449,0.461,0,7,0.296,-10.976,0.0367,134.385,0.415
15,199146,0.194,0.371,0.846,0,9,0.388,-7.164,0.0436,102.565,0.529
16,273360,0.728,0.671,0.595,0.00454,5,0.163,-10.668,0.0521,133.148,0.96
23,279280,0.0932,0.641,0.525,0.000425,0,0.112,-12.151,0.0437,104.002,0.548
10,198765,0.935,0.586,0.483,0.00851,9,0.156,-10.989,0.0529,114.924,0.85
8,283297,0.865,0.654,0.519,2.57E-05,7,0.504,-8.332,0.103,80.241,0.856
34,315520,0.527,0.464,0.682,0,9,0.163,-7.414,0.0533,146.513,0.559
19,174506,0.907,0.526,0.531,0,5,0.248,-6.823,0.0611,180.033,0.807
15,438186,0.975,0.381,0.237,0.016,3,0.17,-9.077,0.0319,74.002,0.244
25,272800,0.931,0.666,0.266,0.371,7,0.123,-15.178,0.0358,94.557,0.346
22,266026,0.397,0.656,0.564,0,5,0.216,-8.289,0.181,142.685,0.812
23,246146,0.881,0.488,0.379,1.18E-05,8,0.252,-9.476,0.0335,91.032,0.576
32,302480,0.899,0.333,0.347,0,4,0.621,-10.987,0.0301,135.651,0.52
8,188551,0.553,0.423,0.517,6.33E-05,10,0.465,-10.551,0.0328,160.991,0.949
15,247280,0.913,0.64,0.429,0,4,0.0934,-11.522,0.0485,88.391,0.802
21,301586,0.667,0.344,0.439,0.00873,7,0.371,-8.139,0.0374,150.284,0.303
21,408506,0.15,0.211,0.408,0.225,11,0.0463,-7.772,0.0288,99.295,0.0787
11,234744,0.885,0.454,0.516,1.51E-05,10,0.136,-10.467,0.11,81.898,0.956
28,333373,0.412,0.445,0.589,3.35E-05,3,0.09,-5.571,0.0394,132.994,0.526
23,310973,0.876,0.317,0.393,0.00874,11,0.133,-13.481,0.0441,103.244,0.527
17,235746,0.644,0.424,0.458,0.000403,7,0.385,-12.285,0.186,87.951,0.844
23,290440,0.152,0.608,0.414,0.000895,10,0.0829,-13.2,0.0423,131.824,0.634
29,309306,0.143,0.74,0.515,0,9,0.047,-12.797,0.127,155.305,0.89
8,422060,0.907,0.218,0.367,0.00188,2,0.132,-10.105,0.0432,70.109,0.223
16,230160,0.706,0.513,0.399,0,0,0.887,-11.445,0.0367,124.327,0.655
18,287120,0.993,0.603,0.224,0.0323,4,0.107,-10.097,0.0337,87.748,0.385
8,202318,0.98,0.504,0.357,0.112,5,0.64,-13.444,0.0431,110.949,0.54
16,264333,0.845,0.27,0.269,1.39E-05,2,0.19,-11.652,0.0337,113.789,0.238
19,403520,0.973,0.216,0.311,0.731,2,0.573,-10.037,0.0352,76.722,0.126
5,370120,0.944,0.549,0.406,0.00103,0,0.104,-7.665,0.0301,74.522,0.39
16,134440,0.984,0.646,0.136,0,5,0.135,-13.003,0.08,97.092,0.735
19,328560,0.481,0.511,0.81,0,4,0.191,-5.124,0.133,141.635,0.785
13,246640,0.509,0.524,0.651,0.031,8,0.0898,-10.546,0.14,133.268,0.913
8,270471,0.956,0.429,0.388,2.62E-05,7,0.254,-11.744,0.0329,145.417,0.601
25,239800,0.792,0.503,0.511,0,5,0.0968,-11.407,0.227,171.038,0.929
18,288506,0.754,0.683,0.685,0,7,0.138,-5.472,0.0712,126.363,0.748
7,295000,0.939,0.394,0.278,2.75E-06,0,0.411,-12.469,0.0355,115.882,0.537
7,195056,0.986,0.381,0.456,0.916,7,0.345,-14.043,0.0681,113.403,0.914
7,284029,0.95,0.448,0.514,0.869,2,0.329,-9.038,0.0309,100.248,0.653
70,158065,0.991,0.397,0.0315,0.926,7,0.0925,-22.308,0.0392,72.833,0.18
63,172000,0.99,0.432,0.0437,0.895,1,0.107,-22.436,0.0332,71.031,0.268
74,160897,0.993,0.322,0.0121,0.927,5,0.127,-31.994,0.0491,112.464,0.118
72,139804,0.994,0.412,0.00289,0.937,2,0.0857,-29.012,0.0523,68.711,0.171
70,183686,0.994,0.565,0.0843,0.947,5,0.12,-24.145,0.0448,86.022,0.44
60,125983,0.993,0.404,0.0661,0.965,10,0.113,-22.196,0.0502,120.707,0.248
69,67000,0.995,0.519,0.0786,0.953,3,0.123,-20.894,0.095,64.455,0.314
65,166827,0.974,0.236,0.0131,0.868,0,0.119,-25.88,0.0352,65.492,0.125
63,169705,0.992,0.368,0.013,0.933,5,0.101,-25.756,0.052,134.891,0.198
64,201648,0.995,0.475,0.0297,0.962,4,0.104,-23.805,0.0699,76.815,0.179
61,87122,0.979,0.146,0.0333,0.84,5,0.108,-27.612,0.0459,176.302,0.201
68,173696,0.992,0.268,0.0058,0.929,10,0.124,-31.607,0.0466,69.709,0.126
64,174375,0.994,0.356,0.0199,0.956,6,0.155,-26.752,0.0645,79.547,0.326
67,171553,0.994,0.435,0.0214,0.968,2,0.0914,-26.006,0.0597,144.381,0.235
72,95316,0.98,0.278,0.0434,0.919,0,0.121,-22.396,0.0383,133.853,0.0397
60,165466,0.969,0.262,0.031,0.876,8,0.104,-23.65,0.0458,67.32,0.126
65,216023,0.993,0.504,0.0133,0.959,8,0.107,-30.89,0.0586,65.953,0.139
65,222061,0.995,0.59,0.0913,0.962,4,0.128,-19.751,0.0638,78.09,0.429
69,169617,0.99,0.29,0.191,0.891,4,0.101,-19.107,0.0377,165.536,0.219
59,105176,0.994,0.345,0.113,0.901,5,0.165,-24.203,0.048,68.528,0.321
62,153706,0.995,0.446,0.0302,0.935,9,0.0914,-23.49,0.0635,131.233,0.23
68,227874,0.987,0.267,0.0213,0.919,5,0.102,-22.608,0.0497,57.178,0.0502
63,119733,0.995,0.499,0.00419,0.969,10,0.113,-26.487,0.0617,102.675,0.64
24,199493,0.994,0.45,0.0153,0.919,2,0.063,-25.257,0.0552,81.327,0.226
63,136344,0.966,0.307,0.0825,0.844,10,0.111,-20.958,0.0385,138.539,0.0421
63,171898,0.996,0.358,0.0262,0.933,0,0.09,-25.829,0.0438,70.5,0.0939
61,150317,0.993,0.449,0.0234,0.95,9,0.105,-24.177,0.047,129.881,0.18
70,119000,0.993,0.335,0.17,0.955,10,0.12,-20.236,0.0517,77.194,0.0781
59,115416,0.989,0.467,0.0354,0.945,1,0.0943,-21.104,0.034,82.123,0.243
49,143627,0.995,0.368,0.0736,0.944,5,0.116,-23.088,0.048,134.187,0.166
70,198826,0.993,0.277,0.129,0.909,5,0.175,-23.857,0.0607,118.425,0.27
61,183978,0.994,0.593,0.0622,0.95,1,0.101,-22.299,0.0801,73.258,0.391
61,151693,0.995,0.375,0.00579,0.95,3,0.11,-28.248,0.0539,68.336,0.215
59,155041,0.995,0.493,0.0637,0.922,7,0.102,-21.522,0.0757,77.899,0.0694
59,108785,0.989,0.342,0.118,0.844,3,0.163,-22.185,0.0508,209.687,0.281
67,69791,0.996,0.57,0.106,0.934,9,0.0801,-22.416,0.0629,94.81,0.623
62,182908,0.993,0.496,0.0436,0.915,0,0.129,-26.326,0.0473,170.173,0.192
69,138810,0.991,0.383,0.0444,0.956,10,0.112,-25.15,0.0536,69.647,0.162
74,205577,0.991,0.248,0.0274,0.922,7,0.153,-28.768,0.0333,75.124,0.159
66,179102,0.991,0.446,0.065,0.954,0,0.107,-18.246,0.0577,69.751,0.31
61,137772,0.976,0.36,0.191,0.917,0,0.115,-19.335,0.0567,89.018,0.205
68,118582,0.995,0.321,0.00713,0.924,7,0.0995,-29.271,0.062,69.326,0.285
68,177600,0.982,0.499,0.156,0.903,5,0.0994,-14.478,0.0527,117.447,0.0613
58,207830,0.985,0.606,0.035,0.945,0,0.219,-21.878,0.0528,76.986,0.27
62,195822,0.991,0.63,0.0806,0.952,0,0.119,-19.948,0.0644,77.056,0.254
67,188411,0.99,0.385,0.0178,0.944,3,0.134,-25.191,0.0539,106.586,0.134
63,128250,0.996,0.423,0.00107,0.968,3,0.112,-35.389,0.0626,62.528,0.634
58,196923,0.988,0.356,0.0285,0.933,7,0.109,-22.815,0.0404,165.695,0.0989
65,72973,0.996,0.601,0.0049,0.957,6,0.0938,-25.681,0.0776,68.645,0.143
62,312573,0.995,0.376,0.00473,0.917,8,0.106,-31.879,0.0543,66.626,0.101
59,200000,0.961,0.387,0.0454,0.93,3,0.107,-24.976,0.049,117.278,0.141
67,188221,0.987,0.368,0.0976,0.916,8,0.105,-21.392,0.0405,64.095,0.0627
62,212219,0.993,0.368,0.0369,0.957,0,0.113,-23.48,0.0601,173.322,0.163
68,131280,0.994,0.336,0.0331,0.936,6,0.0892,-26.416,0.042,106.361,0.0599
57,189943,0.989,0.323,0.114,0.904,0,0.0991,-20.17,0.0333,99.987,0.209
67,178979,0.992,0.472,0.00747,0.932,5,0.143,-27.412,0.0608,61.342,0.24
62,216742,0.983,0.403,0.156,0.933,5,0.109,-18.196,0.0388,117.306,0.265
61,161596,0.973,0.508,0.0182,0.906,7,0.112,-19.991,0.0469,71.952,0.275
63,144500,0.994,0.134,0.00458,0.923,8,0.092,-33.929,0.0464,175.166,0.0863
56,142207,0.995,0.533,0.00741,0.95,0,0.0849,-35.449,0.0498,99.8,0.598
59,167211,0.995,0.655,0.033,0.962,1,0.104,-23.902,0.045,70.009,0.31
65,197155,0.985,0.486,0.0457,0.953,0,0.11,-20.259,0.0894,69.915,0.349
34,122777,0.985,0.615,0.0955,0.966,3,0.103,-20.174,0.0498,81.2,0.2
60,115227,0.996,0.431,0.0775,0.933,4,0.0806,-23.964,0.0706,64.86,0.29
61,142806,0.995,0.376,0.0155,0.943,7,0.0946,-24.706,0.0473,70.412,0.135
75,117401,0.993,0.41,0.0199,0.949,0,0.0897,-26.699,0.0449,107.378,0.178
57,127382,0.991,0.397,0.014,0.95,5,0.128,-24.693,0.0452,74.787,0.544
66,123364,0.991,0.486,0.0349,0.929,7,0.091,-22.107,0.0643,77.563,0.162
56,238875,0.974,0.449,0.0512,0.95,9,0.108,-20.447,0.0712,120.627,0.237
60,191895,0.986,0.514,0.0684,0.902,6,0.065,-19.78,0.0523,168.643,0.24
55,170376,0.99,0.694,0.0101,0.966,5,0.11,-22.935,0.0537,80.025,0.179
61,134820,0.975,0.319,0.22,0.937,0,0.151,-15.025,0.0318,77.726,0.473
55,159800,0.996,0.407,0.029,0.932,7,0.084,-29.692,0.0654,73.053,0.134
66,175318,0.993,0.316,0.00843,0.962,5,0.239,-30.838,0.0462,70.891,0.263
58,238510,0.98,0.28,0.184,0.878,11,0.1,-18.137,0.0481,165.454,0.0604
74,120549,0.995,0.456,0.024,0.956,5,0.112,-22.89,0.0467,135.274,0.22
56,215695,0.996,0.445,0.00362,0.947,2,0.0947,-22.013,0.0623,133.66,0.296
58,208187,0.987,0.29,0.112,0.906,7,0.187,-17.894,0.0562,167.39,0.18
58,208322,0.995,0.378,0.00759,0.965,10,0.0891,-28.372,0.0612,70.675,0.147
55,202045,0.99,0.654,0.0143,0.948,5,0.125,-21.224,0.0474,66.074,0.124
55,234835,0.996,0.394,0.00698,0.905,9,0.104,-20.401,0.0373,100.025,0.241
55,158360,0.996,0.572,0.0106,0.958,3,0.0979,-26.924,0.0548,61.313,0.172
66,177196,0.994,0.544,0.0221,0.921,7,0.106,-21.88,0.0442,70.795,0.352
57,160671,0.995,0.718,0.0209,0.963,0,0.11,-22.387,0.0833,127.956,0.354
58,189692,0.98,0.275,0.0839,0.892,11,0.0988,-18.874,0.0432,179.276,0.208
61,167250,0.994,0.508,0.113,0.944,6,0.155,-20.375,0.0727,128.048,0.248
64,185012,0.99,0.524,0.0244,0.899,0,0.138,-26.099,0.0373,128.085,0.128
20,213600,0.993,0.449,0.0636,0.918,9,0.0823,-25.857,0.0517,76.735,0.308
56,191662,0.99,0.592,0.0381,0.938,2,0.108,-22.191,0.0437,56.985,0.0784
64,163960,0.987,0.322,0.0231,0.924,10,0.108,-24.111,0.0411,69.031,0.0844
57,150438,0.992,0.368,0.00785,0.966,7,0.102,-30.75,0.047,74.686,0.181
19,204600,0.991,0.498,0.0499,0.933,5,0.0872,-24.144,0.0469,72.556,0.262
31,125478,0.99,0.49,0.0921,0.954,3,0.108,-22.456,0.0435,101.538,0.118
63,218692,0.99,0.324,0.0645,0.929,6,0.19,-26.821,0.0436,101.942,0.0396
61,230000,0.995,0.514,0.0282,0.95,11,0.111,-20.249,0.0693,96.015,0.244
57,199314,0.991,0.247,0.0446,0.949,6,0.0959,-21.012,0.062,209.421,0.272
54,226400,0.995,0.757,0.00875,0.965,10,0.106,-29.108,0.0686,74.963,0.314
74,144500,0.995,0.361,0.0165,0.967,0,0.0834,-27.874,0.0615,114.346,0.452
58,163738,0.992,0.498,0.0149,0.855,7,0.0847,-22.991,0.0439,74.875,0.165
58,198000,0.992,0.389,0.0471,0.953,3,0.124,-21.994,0.0446,109.486,0.123
30,206320,0.253,0.776,0.734,3.12E-05,11,0.187,-6.795,0.0702,125.003,0.618
66,158053,0.541,0.757,0.501,0,2,0.0718,-5.593,0.0466,89.931,0.91
63,225394,0.666,0.692,0.421,0.147,4,0.104,-10.948,0.0295,96.982,0.832
18,234500,0.247,0.805,0.473,0.43,7,0.128,-11.013,0.114,122.012,0.226
23,183022,0.574,0.587,0.177,5.54E-05,1,0.097,-12.522,0.0647,75.039,0.125
55,152006,0.401,0.888,0.499,0.0478,0,0.0833,-7.252,0.0469,106.965,0.931
81,195160,0.223,0.759,0.498,5.84E-05,10,0.406,-10.615,0.0776,126.972,0.244
62,262736,0.105,0.445,0.563,0.000271,7,0.179,-8.904,0.0315,94.978,0.204
63,210173,0.244,0.818,0.745,0.0588,7,0.135,-8.172,0.0898,116.011,0.534
84,297404,0.162,0.554,0.596,0.00482,7,0.0805,-8.214,0.13,165.728,0.255
19,180000,0.616,0.631,0.751,0.00113,1,0.245,-6.138,0.0506,80.01,0.659
52,320833,0.0374,0.727,0.623,0,11,0.0896,-6.028,0.0512,99.982,0.224
66,142500,0.385,0.649,0.535,0.000422,6,0.12,-12.017,0.224,84.466,0.843
37,237500,0.0387,0.606,0.82,0.000658,1,0.159,-4.547,0.34,80.822,0.531
64,227234,0.653,0.829,0.23,0.188,2,0.258,-16.559,0.0418,94.014,0.516
57,187426,0.233,0.812,0.448,0.000272,1,0.13,-6.621,0.0666,99.958,0.576
68,246815,0.517,0.646,0.695,0.00687,2,0.154,-6.34,0.0547,105.986,0.513
44,251292,0.0639,0.755,0.856,0.000796,5,0.384,-7.44,0.0701,119.995,0.738
49,168743,0.147,0.589,0.549,0,8,0.104,-9.377,0.158,105.03,0.402
58,232222,0.148,0.764,0.692,4.12E-05,6,0.129,-7.769,0.0828,119.918,0.433
55,214826,0.495,0.772,0.427,0.724,4,0.108,-9.576,0.0437,99.995,0.0368
82,269106,0.101,0.798,0.867,0,1,0.0634,-5.971,0.12,109.04,0.668
62,202537,0.539,0.83,0.387,0,11,0.075,-12.418,0.139,117.993,0.497
71,179423,0.71,0.646,0.648,0.00316,3,0.108,-8.602,0.0372,75.004,0.466
63,277046,0.284,0.552,0.741,8.20E-05,11,0.334,-5.419,0.0542,69.709,0.718
78,107076,0.684,0.9,0.316,0.0771,9,0.0853,-8.797,0.332,129.914,0.844
53,249335,0.0362,0.703,0.841,0.339,6,0.183,-8.183,0.0312,126.998,0.424
74,122986,0.274,0.576,0.74,3.00E-06,0,0.0948,-6.195,0.0854,159.959,0.37
75,193138,0.0931,0.657,0.685,0.0257,8,0.0922,-5.735,0.0849,164.555,0.407
68,225906,0.23,0.679,0.735,0.602,2,0.148,-6.218,0.136,107.998,0.603
54,166794,0.29,0.452,0.527,0.00214,2,0.102,-8.478,0.0375,115.052,0.363
56,223906,0.724,0.584,0.529,0.0968,3,0.0753,-10.038,0.0416,142.999,0.645
48,237551,0.944,0.515,0.328,0.189,1,0.135,-10.796,0.0338,149.947,0.389
81,142969,0.142,0.7,0.46,4.81E-05,4,0.111,-8.111,0.0661,151.901,0.286
42,177049,0.0549,0.897,0.573,0.00122,11,0.129,-7.019,0.0813,122.009,0.745
65,140511,0.153,0.768,0.43,0.0105,0,0.408,-9.84,0.407,157.925,0.322
87,209273,0.544,0.515,0.479,0.00598,3,0.191,-7.458,0.0261,88.964,0.284
50,187363,0.717,0.722,0.538,8.73E-05,4,0.409,-6.274,0.0789,144.941,0.498
71,159595,0.049,0.75,0.585,0.00552,9,0.155,-7.576,0.0285,102.331,0.584
55,254426,0.0199,0.38,0.769,3.95E-05,11,0.121,-7.2,0.0663,171.629,0.105
64,227560,0.115,0.785,0.476,0.00165,1,0.092,-9.805,0.115,118.931,0.223
63,304699,0.131,0.622,0.674,0,6,0.402,-7.097,0.0719,114.958,0.438
53,232946,0.0093,0.553,0.675,0,7,0.11,-4.406,0.0651,168.104,0.469
68,278083,0.0757,0.743,0.679,0,10,0.347,-8.295,0.286,147.752,0.618
54,199173,0.549,0.753,0.728,0,0,0.114,-5.755,0.107,98.066,0.617
54,214730,0.00434,0.64,0.488,0.822,11,0.158,-9.773,0.0373,180.007,0.469
71,210960,0.194,0.551,0.725,0,1,0.0956,-7.619,0.189,99.919,0.692
70,135706,0.905,0.567,0.199,0,9,0.131,-9.601,0.101,83.827,0.329
64,233871,0.224,0.733,0.262,4.79E-06,0,0.105,-13.766,0.028,135.497,0.444
66,202586,0.151,0.763,0.52,0.0134,1,0.0974,-8.53,0.0974,105.02,0.521
57,189766,0.621,0.703,0.625,1.32E-06,9,0.22,-7.665,0.0488,122.952,0.323
47,212715,0.673,0.381,0.419,0.000186,9,0.103,-10.626,0.0517,75.988,0.438
60,267604,0.0039,0.783,0.546,0.0919,5,0.206,-11.422,0.0413,108.017,0.581
47,187428,0.113,0.561,0.602,0,0,0.142,-9.396,0.218,104.184,0.0398
60,196138,0.889,0.613,0.427,0.0279,8,0.129,-8.324,0.221,82.523,0.467
59,234680,0.69,0.617,0.589,0.268,2,0.0958,-12.767,0.0457,125.058,0.0301
64,202754,0.0927,0.871,0.55,0.000742,0,0.0788,-6.113,0.0613,96.018,0.448
48,194285,0.00251,0.879,0.58,0.00487,1,0.0996,-8.025,0.0684,104.981,0.348
54,239093,0.0596,0.631,0.811,0.00887,5,0.295,-3.749,0.027,90.248,0.881
50,60000,0.662,0.815,0.219,0,11,0.106,-12.898,0.512,119.977,0.162
47,238308,0.698,0.605,0.441,0,1,0.0801,-7.85,0.458,82.119,0.695
60,249304,0.579,0.542,0.468,0.104,10,0.112,-7.796,0.0265,130.829,0.252
60,199245,0.559,0.794,0.368,0.694,8,0.0864,-12.725,0.0523,140.063,0.775
65,219028,0.43,0.736,0.468,0.13,1,0.0885,-6.116,0.236,75.599,0.678
61,194000,0.0704,0.837,0.462,0.0165,8,0.24,-7.817,0.0331,102.048,0.761
59,168974,0.849,0.472,0.357,0.115,0,0.255,-10.09,0.0328,121.89,0.0532
66,221080,0.457,0.721,0.792,7.08E-05,8,0.0632,-5.42,0.0481,93.967,0.874
68,207520,0.486,0.601,0.508,0,9,0.071,-8.231,0.242,170.042,0.64
72,179946,0.0959,0.731,0.881,7.92E-06,2,0.172,-4.318,0.136,103.129,0.612
60,186373,0.00576,0.835,0.569,0.000607,6,0.219,-5.814,0.0571,125.069,0.745
49,198872,0.578,0.72,0.612,0.00423,4,0.116,-8.525,0.047,120.009,0.4
49,197968,0.103,0.697,0.779,9.27E-05,2,0.102,-5.199,0.0395,95.032,0.21
46,239000,0.359,0.714,0.741,0,0,0.0906,-6.276,0.0565,104.97,0.652
57,226850,0.361,0.647,0.815,0,5,0.295,-5.977,0.211,166.286,0.748
60,215917,0.0438,0.761,0.701,0.00398,11,0.308,-4.006,0.0559,99.982,0.786
66,177053,0.19,0.688,0.461,0,4,0.0824,-7.669,0.25,130.111,0.278
68,228866,0.259,0.577,0.931,0,9,0.0691,-3.103,0.102,179.939,0.762
51,175528,0.0359,0.59,0.622,0,9,0.0683,-9.555,0.0578,85.959,0.659
48,194280,0.0591,0.822,0.726,0.00961,5,0.24,-5.599,0.0385,119.984,0.964
58,217213,0.256,0.672,0.717,2.39E-06,1,0.0904,-4.242,0.0437,88.02,0.962
29,207333,0.216,0.676,0.676,0.00141,5,0.107,-4.563,0.0391,90.039,0.824
54,249126,0.225,0.575,0.678,0.00102,4,0.174,-8.502,0.13,152.082,0.607
44,202355,0.675,0.478,0.308,0.000196,7,0.0883,-8.099,0.0366,183.319,0.311
